truth_base,truth_type,token,price_kind,blocked,image_share,blind text|type,blind text|base,blind text|source,blind text|kronor,blind text|ratio,text+prior|type,text+prior|base,text+prior|source,text+prior|kronor,text+prior|ratio,bild (familj)|type,bild (familj)|base,bild (familj)|source,bild (familj)|kronor,bild (familj)|ratio,text+prior+bild|type,text+prior+bild|base,text+prior+bild|source,text+prior+bild|kronor,text+prior+bild|ratio,gammal platt klassificerare|type,gammal platt klassificerare|kronor,gammal platt klassificerare|ratio
soffa,soffa,soderhamn,asking,1,1.0,,,,,,soffa,soffa,prior,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,soffa,prior,0.0,1.0,soffa,0.0,1.0
soffa,baddsoffa,chilli,asking,1,0.846,,,,,,,,,,,soffa,soffa,image,500.0,1.1666666666666667,soffa,soffa,image,500.0,1.1666666666666667,hörnsoffa,,
soffa,soffa,menard,asking,1,1.0,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,bolia,asking,1,1.0,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,baddsoffa,forvaring,asking,1,1.0,,,,,,,,,,,soffa,soffa,image,900.0,0.625,soffa,soffa,image,900.0,0.625,hörnsoffa,,
soffa,soffa,plysch,asking,1,0.974,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,fem,realized,1,0.519,,,,,,,,,,,,,,,,,,,,,soffa,0.0,1.0
soffa,soffa,soderhamn,asking,1,0.45,,,,,,soffa,soffa,prior,0.0,1.0,,,,,,soffa,soffa,prior,0.0,1.0,säng,,
soffa,soffa,ektorp,asking,1,0.925,,,,,,soffa,soffa,prior,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,soffa,prior,0.0,1.0,soffa,0.0,1.0
soffa,soffa,bright,asking,1,1.0,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,englesson,asking,1,0.777,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,recliner,asking,1,0.975,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,exklusiv,asking,1,1.0,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,klippan,asking,1,0.947,,,,,,soffa,soffa,prior,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,soffa,prior,0.0,1.0,soffa,0.0,1.0
soffa,soffa,saljes,asking,1,0.975,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,exklusiv,asking,1,1.0,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,trasoffa,asking,1,0.79,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,orange,asking,1,0.842,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,klippan,asking,2,0.976,,,,,,soffa,soffa,prior,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,soffa,prior,0.0,1.0,soffa,0.0,1.0
soffa,soffa,dahlqvist,realized,1,1.0,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,baddsoffa,gronlid,asking,1,0.891,,,,,,,,,,,soffa,soffa,image,2000.0,0.5555555555555556,soffa,soffa,image,2000.0,0.5555555555555556,soffa,2000.0,0.5555555555555556
soffa,soffa,skinnsoffa,asking,1,1.0,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,fodral,asking,1,0.948,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,morkgron,asking,1,0.975,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,0.0,1.0
soffa,soffa,byarum,asking,1,0.897,,,,,,,,,,,soffa,soffa,image,0.0,1.0,soffa,soffa,image,0.0,1.0,okänd,,
soffa,soffa,baltimore,asking,1,1.0,,,,,,soffa,soffa,prior,0.0,1.0,soffa,soffa,image,0.0,1.0,soffa,soffa,prior,0.0,1.0,soffa,0.0,1.0
spegel,spegel,spegeldorrar,asking,1,0.49,,,,,,forvaring,forvaring,prior,1050.0,2.909090909090909,,,,,,forvaring,forvaring,prior,1050.0,2.909090909090909,okänd,,
spegel,spegel,magnifik,asking,1,0.433,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,hallmobel,asking,1,0.449,,,,,,,,,,,,,,,,,,,,,stol,200.0,0.6666666666666666
spegel,spegel,rokoko,asking,1,0.423,,,,,,,,,,,,,,,,,,,,,fåtölj,,
spegel,spegel,85cm,asking,1,0.872,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,hallmobel,asking,1,0.877,,,,,,,,,,,forvaring,forvaring,image,100.0,1.1666666666666667,forvaring,forvaring,image,100.0,1.1666666666666667,hylla,100.0,0.8333333333333334
spegel,spegel,elegant,asking,1,0.912,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,vackra,asking,1,0.791,,,,,,forvaring,forvaring,prior,2300.0,4.285714285714286,forvaring,forvaring,image,2300.0,4.285714285714286,forvaring,forvaring,prior,2300.0,4.285714285714286,hylla,725.0,2.0357142857142856
spegel,spegel,guldspegel,asking,1,0.878,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,romantisk,asking,1,0.552,,,,,,,,,,,,,,,,,,,,,byrå,,
spegel,spegel,diameter,asking,1,0.865,,,,,,bord,bord,prior,500.0,2.0,bord,bord,image,500.0,2.0,bord,bord,prior,500.0,2.0,bord,500.0,2.0
spegel,spegel,pax,asking,1,0.476,,,,,,forvaring,forvaring,prior,750.0,2.5,,,,,,forvaring,forvaring,prior,750.0,2.5,okänd,,
spegel,spegel,gardin,asking,1,1.0,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,okänd,,
spegel,spegel,nyrokoko,asking,1,0.558,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,ram,asking,1,0.851,,,,,,,,,,,forvaring,forvaring,image,729.0,2.4155339805825244,forvaring,forvaring,image,729.0,2.4155339805825244,hylla,,
spegel,spegel,badrumsspegel,asking,1,0.695,,,,,,,,,,,,,,,,,,,,,hylla,,
spegel,spegel,stilren,asking,1,0.656,,,,,,,,,,,,,,,,,,,,,bord,35.0,1.07
spegel,spegel,forgylld,asking,1,0.975,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,mio,asking,1,0.936,,,,,,,,,,,forvaring,forvaring,image,422.5,1.7316017316017316,forvaring,forvaring,image,422.5,1.7316017316017316,byrå,,
spegel,spegel,nissedal,asking,1,0.833,,,,,,spegel,spegel,prior,0.0,1.0,forvaring,forvaring,image,,,spegel,spegel,prior,0.0,1.0,hylla,,
spegel,spegel,hallspegel,asking,1,0.384,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,industristil,asking,1,0.928,,,,,,,,,,,forvaring,forvaring,image,1425.0,3.4782608695652173,forvaring,forvaring,image,1425.0,3.4782608695652173,hylla,1022.5,2.7782608695652176
spegel,spegel,spegelbord,asking,1,0.595,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,pax,asking,1,1.0,,,,,,forvaring,forvaring,prior,750.0,2.5,forvaring,forvaring,image,750.0,2.5,forvaring,forvaring,prior,750.0,2.5,hylla,250.0,0.5
spegel,spegel,guldram,asking,1,0.378,,,,,,spegel,spegel,prior,0.0,1.0,,,,,,spegel,spegel,prior,0.0,1.0,okänd,,
spegel,spegel,paket,asking,1,0.876,,,,,,,,,,,forvaring,forvaring,image,260.0,1.3781818181818182,forvaring,forvaring,image,260.0,1.3781818181818182,hylla,37.5,0.9454545454545454
spegel,spegel,90tal,asking,1,1.0,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,,
spegel,spegel,dekorerad,asking,1,0.778,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,guldram,asking,1,0.402,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,charmiga,asking,1,0.694,,,,,,,,,,,,,,,,,,,,,hylla,,
spegel,spegel,jysk,asking,1,0.714,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,fardal,asking,1,0.423,,,,,,forvaring,forvaring,prior,,,,,,,,forvaring,forvaring,prior,,,okänd,,
spegel,spegel,mork,asking,1,0.596,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,unik,asking,1,0.657,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,elfa,asking,1,0.467,,,,,,forvaring,forvaring,prior,1237.5,1.8761061946902655,,,,,,forvaring,forvaring,prior,1237.5,1.8761061946902655,stol,,
spegel,spegel,allmoge,asking,1,0.753,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,spegelvagg,asking,1,0.44,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,eller,asking,1,0.924,,,,,,,,,,,forvaring,forvaring,image,299.5,1.427857142857143,forvaring,forvaring,image,299.5,1.427857142857143,hylla,300.0,0.5714285714285714
spegel,spegel,snidad,asking,1,0.544,,,,,,forvaring,forvaring,prior,,,,,,,,forvaring,forvaring,prior,,,okänd,,
spegel,spegel,sminkspegel,asking,1,0.502,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,enhet,asking,1,0.513,,,,,,forvaring,forvaring,prior,,,,,,,,forvaring,forvaring,prior,,,hylla,,
spegel,spegel,gustaviansk,asking,1,0.943,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,marmorskiva,asking,1,0.599,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,drom,asking,1,0.973,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,morkt,asking,1,0.476,,,,,,,,,,,,,,,,,,,,,bord,150.0,1.3
spegel,spegel,tva,asking,1,0.818,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,guldspegel,asking,1,0.892,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,bord,,
spegel,spegel,golvspegel,asking,1,0.923,,,,,,spegel,spegel,prior,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,spegel,prior,0.0,1.0,spegel,0.0,1.0
spegel,spegel,spegelskap,asking,1,0.691,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,sminkspegel,asking,1,0.681,,,,,,bord,bord,prior,400.0,1.6666666666666667,,,,,,bord,bord,prior,400.0,1.6666666666666667,bord,400.0,1.6666666666666667
spegel,spegel,spegelglas,asking,1,0.88,,,,,,,,,,,bord,bord,image,100.0,0.9,bord,bord,image,100.0,0.9,bord,100.0,0.9
spegel,spegel,skjutdorrar,asking,1,0.653,,,,,,forvaring,forvaring,prior,700.0,1.5384615384615385,,,,,,forvaring,forvaring,prior,700.0,1.5384615384615385,säng,,
spegel,spegel,lillangen,asking,1,0.574,,,,,,,,,,,,,,,,,,,,,bord,,
spegel,spegel,gulddetaljer,asking,1,0.623,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,hallmobel,asking,1,0.527,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,teakspegel,asking,1,0.476,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,sminkspegel,asking,1,0.0,,,,,,,,,,,,,,,,,,,,,,,
spegel,spegel,skjutdorrar,asking,1,0.622,,,,,,forvaring,forvaring,prior,700.0,1.5384615384615385,,,,,,forvaring,forvaring,prior,700.0,1.5384615384615385,hylla,17.0,0.9869230769230769
spegel,spegel,skjutdorrar,asking,1,0.639,,,,,,forvaring,forvaring,prior,750.0,1.6,,,,,,forvaring,forvaring,prior,750.0,1.6,hylla,17.0,0.9864
spegel,spegel,viola,asking,1,0.439,,,,,,,,,,,,,,,,,,,,,del/tillbehör,,
spegel,spegel,marmorskiva,asking,1,0.504,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,sminkspegel,asking,1,0.0,,,,,,,,,,,,,,,,,,,,,,,
spegel,spegel,spegelglas,asking,1,0.48,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,skor,asking,1,0.395,,,,,,,,,,,,,,,,,,,,,hylla,,
spegel,spegel,hallmobel,asking,1,0.851,,,,,,,,,,,forvaring,forvaring,image,100.0,1.1666666666666667,forvaring,forvaring,image,100.0,1.1666666666666667,hylla,100.0,0.8333333333333334
spegel,spegel,belysning,asking,1,0.834,,,,,,,,,,,bord,bord,image,30.0,1.0309278350515463,bord,bord,image,30.0,1.0309278350515463,bord,30.0,1.0309278350515463
spegel,spegel,silverram,asking,1,0.869,,,,,,spegel,spegel,prior,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,spegel,prior,0.0,1.0,spegel,0.0,1.0
spegel,spegel,1900-tals,asking,1,1.0,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,antikt,asking,1,0.726,,,,,,,,,,,bord,bord,image,1000.0,0.6,bord,bord,image,1000.0,0.6,bord,1000.0,0.6
spegel,spegel,gustaviansk,asking,1,0.732,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,aheim,asking,1,0.449,,,,,,forvaring,forvaring,prior,450.0,2.125,,,,,,forvaring,forvaring,prior,450.0,2.125,fåtölj,,
spegel,spegel,spegelbord,asking,1,0.873,,,,,,,,,,,bord,bord,image,250.0,0.7916666666666666,bord,bord,image,250.0,0.7916666666666666,bord,250.0,0.7916666666666666
spegel,spegel,hallmobel,asking,1,0.902,,,,,,,,,,,bord,bord,image,100.0,0.8333333333333334,bord,bord,image,100.0,0.8333333333333334,bord,100.0,0.8333333333333334
spegel,spegel,hallmobel,asking,1,0.748,,,,,,,,,,,forvaring,forvaring,image,100.0,1.1666666666666667,forvaring,forvaring,image,100.0,1.1666666666666667,hylla,100.0,0.8333333333333334
spegel,spegel,rektangular,asking,1,0.507,,,,,,spegel,spegel,prior,0.0,1.0,,,,,,spegel,spegel,prior,0.0,1.0,spegel,0.0,1.0
spegel,spegel,belysning,asking,1,0.0,,,,,,,,,,,,,,,,,,,,,,,
spegel,spegel,avlutad,asking,1,0.549,,,,,,forvaring,forvaring,prior,,,,,,,,forvaring,forvaring,prior,,,byrå,,
spegel,spegel,spegeln,asking,1,0.524,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,hallmobel,asking,1,0.96,,,,,,,,,,,forvaring,forvaring,image,99.5,1.1658333333333333,forvaring,forvaring,image,99.5,1.1658333333333333,hylla,100.0,0.8333333333333334
spegel,spegel,dekorativ,asking,1,0.95,,,,,,,,,,,stol,stol,image,125.5,0.806923076923077,stol,stol,image,125.5,0.806923076923077,stol,125.5,0.806923076923077
spegel,spegel,spegeldorr,asking,1,0.343,,,,,,forvaring,forvaring,prior,450.0,1.9,,,,,,forvaring,forvaring,prior,450.0,1.9,okänd,,
spegel,spegel,tenn,asking,1,0.458,,,,,,,,,,,,,,,,,,,,,bord,2000.0,0.3333333333333333
spegel,spegel,belysning,asking,1,0.428,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,toalett,asking,1,0.837,,,,,,bord,bord,prior,350.0,0.65,spegel,spegel,image,0.0,1.0,bord,bord,prior,350.0,0.65,spegel,0.0,1.0
spegel,spegel,1800-tal,asking,1,0.798,,,,,,,,,,,forvaring,forvaring,image,0.0,1.0,forvaring,forvaring,image,0.0,1.0,byrå,,
spegel,spegel,snidade,asking,1,0.848,,,,,,forvaring,forvaring,prior,,,spegel,spegel,image,0.0,1.0,forvaring,forvaring,prior,,,spegel,0.0,1.0
spegel,spegel,kvalitetsmobel,asking,1,0.972,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
spegel,spegel,venture,asking,1,0.612,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,guldram,asking,1,0.914,,,,,,spegel,spegel,prior,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,spegel,prior,0.0,1.0,spegel,0.0,1.0
spegel,spegel,selva,asking,1,0.489,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,hallmobel,asking,3,0.467,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,2st,asking,1,0.516,,,,,,forvaring,forvaring,prior,150.0,1.4285714285714286,,,,,,forvaring,forvaring,prior,150.0,1.4285714285714286,spegel,0.0,1.0
spegel,spegel,guldspegel,asking,1,0.606,,,,,,,,,,,,,,,,,,,,,hylla,,
spegel,spegel,sminkspegel,asking,2,0.569,,,,,,bord,bord,prior,400.0,1.6666666666666667,,,,,,bord,bord,prior,400.0,1.6666666666666667,spegel,0.0,1.0
spegel,spegel,spegelskap,asking,1,0.443,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,komplett,asking,1,0.664,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,original,asking,1,0.326,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,traram,asking,1,0.661,,,,,,spegel,spegel,prior,0.0,1.0,,,,,,spegel,spegel,prior,0.0,1.0,spegel,0.0,1.0
spegel,spegel,sent,asking,1,0.805,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,guldfargad,asking,1,0.725,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,,
spegel,spegel,hallspegel,asking,1,0.73,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,jonas,realized,1,0.97,,,,,,,,,,,bord,bord,image,20000.0,0.16666666666666666,bord,bord,image,20000.0,0.16666666666666666,bord,20000.0,0.16666666666666666
spegel,spegel,massiva,asking,1,0.944,,,,,,forvaring,forvaring,prior,,,forvaring,forvaring,image,,,forvaring,forvaring,prior,,,hylla,,
spegel,spegel,guld,asking,1,0.861,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,guldspegel,asking,1,0.939,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,lindome,asking,1,0.386,,,,,,stol,stol,prior,,,,,,,,stol,stol,prior,,,hylla,,
spegel,spegel,hallmobel,asking,1,0.439,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,exklusiv,asking,1,0.585,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,exklusiv,asking,1,0.592,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,spegeldorr,asking,1,0.943,,,,,,,,,,,forvaring,forvaring,image,425.0,1.85,forvaring,forvaring,image,425.0,1.85,hylla,,
spegel,spegel,danmark,asking,1,0.891,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,helkropp,asking,1,0.901,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,mork,asking,1,0.639,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,badrumspegel,asking,1,0.564,,,,,,forvaring,forvaring,prior,,,,,,,,forvaring,forvaring,prior,,,spegel,0.0,1.0
spegel,spegel,toalettmobel,asking,1,0.73,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,tre,asking,1,0.445,,,,,,,,,,,,,,,,,,,,,bord,416.5,0.5835
spegel,spegel,generos,asking,1,0.87,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,byrå,,
spegel,spegel,fantastisk,asking,1,0.922,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,handgjord,asking,1,0.522,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,mio,asking,3,0.79,,,,,,,,,,,forvaring,forvaring,image,400.5,1.6680567139282736,forvaring,forvaring,image,400.5,1.6680567139282736,hylla,199.5,0.6672226855713094
spegel,spegel,jugendstil,asking,1,0.589,,,,,,,,,,,,,,,,,,,,,byrå,,
spegel,spegel,indisk,asking,1,0.604,,,,,,,,,,,,,,,,,,,,,hylla,300.0,1.25
spegel,spegel,forgylld,asking,1,0.972,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,traram,asking,1,0.43,,,,,,spegel,spegel,prior,0.0,1.0,,,,,,spegel,spegel,prior,0.0,1.0,spegel,0.0,1.0
spegel,spegel,lindbyn,asking,1,0.734,,,,,,spegel,spegel,prior,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,spegel,prior,0.0,1.0,spegel,0.0,1.0
spegel,spegel,krokar,asking,1,0.56,,,,,,forvaring,forvaring,prior,150.0,1.5,,,,,,forvaring,forvaring,prior,150.0,1.5,hylla,50.0,1.1666666666666667
spegel,spegel,modell,asking,1,0.427,,,,,,,,,,,,,,,,,,,,,byrå,,
spegel,spegel,spegelskap,asking,1,0.717,,,,,,forvaring,forvaring,prior,141.0,0.8992137240886348,forvaring,forvaring,image,141.0,0.8992137240886348,forvaring,forvaring,prior,141.0,0.8992137240886348,hylla,,
spegel,spegel,mio,asking,2,0.83,,,,,,,,,,,forvaring,forvaring,image,400.5,1.6680567139282736,forvaring,forvaring,image,400.5,1.6680567139282736,hylla,199.5,0.6672226855713094
spegel,spegel,guldspegel,asking,1,0.948,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,skoforvaring,asking,1,0.428,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,fonsterspegel,asking,1,0.567,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,spegeln,asking,1,0.811,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,hylla,,
spegel,spegel,skjutdorrar,asking,1,0.672,,,,,,forvaring,forvaring,prior,750.0,1.6,,,,,,forvaring,forvaring,prior,750.0,1.6,hylla,17.0,0.9864
spegel,spegel,skjutdorrar,asking,1,0.415,,,,,,forvaring,forvaring,prior,750.0,1.6,,,,,,forvaring,forvaring,prior,750.0,1.6,bord,,
spegel,spegel,hallmobel,asking,1,0.644,,,,,,,,,,,,,,,,,,,,,bord,100.0,0.8333333333333334
spegel,spegel,guldram,asking,1,0.858,,,,,,spegel,spegel,prior,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,spegel,prior,0.0,1.0,spegel,0.0,1.0
spegel,spegel,kina,asking,1,0.497,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,rotting,asking,1,0.911,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,karl,asking,1,0.876,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,tva,asking,1,0.971,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,helkropp,asking,1,0.524,,,,,,spegel,spegel,prior,0.0,1.0,,,,,,spegel,spegel,prior,0.0,1.0,okänd,,
spegel,spegel,hall,asking,1,0.832,,,,,,,,,,,bord,bord,image,200.0,1.3333333333333333,bord,bord,image,200.0,1.3333333333333333,bord,200.0,1.3333333333333333
spegel,spegel,spegelskap,asking,1,0.973,,,,,,,,,,,forvaring,forvaring,image,145.0,0.8963545389563974,forvaring,forvaring,image,145.0,0.8963545389563974,hylla,,
spegel,spegel,sengustaviansk,realized,1,0.897,,,,,,,,,,,forvaring,forvaring,image,273.0,0.8759090909090909,forvaring,forvaring,image,273.0,0.8759090909090909,byrå,,
spegel,spegel,2st,asking,1,0.895,,,,,,,,,,,bord,bord,image,0.0,1.0,bord,bord,image,0.0,1.0,bord,0.0,1.0
spegel,spegel,traram,asking,1,0.868,,,,,,spegel,spegel,prior,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,spegel,prior,0.0,1.0,spegel,0.0,1.0
spegel,spegel,vaggklocka,asking,1,0.0,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,nordborg,asking,1,0.396,,,,,,,,,,,,,,,,,,,,,hylla,,
spegel,spegel,pigtittare,asking,1,0.962,,,,,,bord,bord,prior,150.0,1.4285714285714286,spegel,spegel,image,0.0,1.0,bord,bord,prior,150.0,1.4285714285714286,spegel,0.0,1.0
spegel,spegel,badrumsspegel,asking,1,1.0,,,,,,,,,,,bord,bord,image,,,bord,bord,image,,,okänd,,
spegel,spegel,hemnes,asking,2,0.69,,,,,,,,,,,,,,,,,,,,,byrå,,
spegel,spegel,valhallen,asking,1,0.829,,,,,,,,,,,forvaring,forvaring,image,,,forvaring,forvaring,image,,,okänd,,
spegel,spegel,hallmobel,asking,1,0.491,,,,,,,,,,,,,,,,,,,,,spegel,0.0,1.0
spegel,spegel,pigtittare,asking,1,1.0,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,flerfargad,asking,1,0.894,,,,,,,,,,,spegel,spegel,image,0.0,1.0,spegel,spegel,image,0.0,1.0,spegel,0.0,1.0
spegel,spegel,menu,asking,1,0.38,,,,,,,,,,,,,,,,,,,,,hylla,,
spegel,spegel,designad,asking,1,0.343,,,,,,,,,,,,,,,,,,,,,okänd,,
spegel,spegel,2st,asking,1,0.579,,,,,,,,,,,,,,,,,,,,,sänggavel,,
spegel,spegel,hallmobel,realized,1,0.919,,,,,,,,,,,forvaring,forvaring,image,50.0,1.0833333333333333,forvaring,forvaring,image,50.0,1.0833333333333333,hylla,251.0,1.4183333333333332
spegel,spegel,spegelskap,asking,1,0.848,,,,,,,,,,,forvaring,forvaring,image,145.0,0.8960573476702509,forvaring,forvaring,image,145.0,0.8960573476702509,byrå,,
